iter	RMSE
141	0.02665855157
142	0.02630847591
143	0.02603173734
144	0.02582743369
145	0.02556715519
146	0.02513220304
147	0.0249565592
148	0.02471415661
149	0.02419655275
150	0.02386471817
151	0.02367044245
152	0.02340651779
153	0.02318474186
154	0.0230038817
155	0.02268325901
156	0.02257026797
157	0.02222581938
158	0.02204585559
159	0.02188344156
160	0.02170282928
161	0.02142255391
162	0.02128818452
163	0.02113384738
164	0.02069027738
165	0.02042589454
166	0.02013746815
167	0.02003754549
168	0.01987557856
169	0.01971580619
170	0.01957944837
171	0.01945109807
172	0.01916835181
173	0.01890468087
174	0.01878991354
175	0.01868152041
176	0.01849755139
177	0.01839845906
178	0.01815278835
179	0.01797580445
180	0.01787113119
181	0.01771842117
182	0.01753693618
183	0.01744129141
184	0.01729308937
185	0.01719961466
186	0.01691143381
187	0.01670001906
188	0.01650938804
189	0.01642977702
190	0.01626574647
191	0.01611097805
192	0.01590221304
193	0.0157923903
194	0.01563686437
195	0.01556174677
196	0.015386398
197	0.01530877319
198	0.01518237949
199	0.01512072337
200	0.01486929287
201	0.01480132307
202	0.01466105506
203	0.01455279536
204	0.01437695821
205	0.01435325734
206	0.01415337418
207	0.01407939226
208	0.01394597647
209	0.01380591121
210	0.01365858327
211	0.01357680952
212	0.01349538007
213	0.01336993895
214	0.01329663673
215	0.01327570679
216	0.01320312856
217	0.01307571206
218	0.0129243312
219	0.01286598192
220	0.01284543746
221	0.01268301051
222	0.01258078223
223	0.01243567538
224	0.01237619472
225	0.01231851418
226	0.01223390358
227	0.01217772131
228	0.01200067837
229	0.01188171501
230	0.01182310104
231	0.01174972333
232	0.01167820353
233	0.01162074347
234	0.01148738884
235	0.01144075023
236	0.011423398
237	0.01132520747
238	0.01127406713
239	0.01121539389
240	0.01115557204
241	0.01109096391
242	0.01100405454
243	0.01098762024
244	0.01088547572
245	0.01080561062
246	0.01072801193
247	0.01068153669
248	0.01064582748
249	0.01062986549
250	0.01052460376
251	0.01042932257
252	0.01034323608
253	0.01025596591
254	0.01019607863
255	0.01014926349
256	0.01009713295
257	0.01002637404
258	0.009982127519
259	0.009969475363
260	0.009892752986
261	0.009865758676
262	0.009828431091
263	0.00981711927
264	0.009761131793
265	0.00972091792
266	0.009690225599
267	0.009655394794
268	0.009584055525
269	0.009546484705
270	0.009514596886
271	0.009502759314
272	0.009413443654
273	0.009348397938
274	0.009310343679
275	0.009259106604
276	0.009209492776
277	0.009174605625
278	0.009136304817
279	0.009113010072
280	0.008997990097
281	0.008938616205
282	0.008912184629
283	0.008887154257
284	0.008847726356
285	0.008750981854
286	0.008705582873
287	0.008643240487
288	0.00859961846
289	0.008560607528
290	0.008511261089
291	0.008391643917
292	0.00833296034
293	0.00826770679
294	0.008195893527
295	0.008075395113
296	0.008051541883
297	0.008024385875
298	0.007943574651
299	0.007887025534
300	0.007853319563
301	0.007818663116
302	0.007761994556
303	0.007739798511
304	0.007711154109
305	0.007693472847
306	0.007651951659
307	0.007627563242
308	0.007585878978
309	0.007537868889
310	0.007508669352
311	0.007446550619
312	0.007407429784
313	0.007296358656
314	0.007272475977
315	0.007234780217
316	0.007228783651
317	0.007203430816
318	0.007112683442
319	0.007095180107
320	0.007076077389
321	0.007035691554
322	0.006960737311
323	0.006927078774
324	0.006900153796
325	0.006866007009
326	0.00681736152
327	0.006734352354
328	0.006700711901
329	0.006692225961
330	0.006673405115
331	0.006657983365
332	0.006623311848
333	0.006617600075
334	0.006610572861
335	0.006567072715
336	0.006531580015
337	0.006493832889
338	0.006432294746
339	0.006397897928
340	0.006348202937
341	0.006300872064
342	0.006273206813
343	0.00622232075
344	0.006192212724
345	0.00617746009
346	0.006101249221
347	0.006043500664
348	0.006013789841
349	0.00599442302
350	0.005961209734
351	0.00590457968
352	0.005898488185
353	0.005868586458
354	0.005849135308
355	0.005815211785
356	0.005783975284
357	0.005722605358
358	0.005665634458
359	0.005656200074
360	0.005618592003
361	0.005573300152
362	0.005540359565
363	0.005509753197
364	0.005496658587
365	0.005467647639
366	0.005459147994
367	0.005451139575
368	0.00540575479
369	0.005366177633
370	0.005338611561
371	0.005295580971
372	0.005256706471
373	0.005221676902
374	0.005197951137
375	0.005165092063
376	0.005130309907
377	0.005108461629
378	0.005100413882
379	0.005094481023
380	0.005067467386
381	0.005018928749
382	0.005001875319
383	0.004966745206
384	0.00496222565
385	0.004905186315
386	0.004859044964
387	0.004843047626
388	0.004833760891
389	0.004822348597
390	0.004786843452
391	0.004765649052
392	0.004714900688
393	0.004689523016
394	0.004668686929
395	0.004647471952
396	0.004640868661
397	0.004637515301
398	0.004613712615
399	0.004586018727
400	0.004543354162
401	0.004504937363
402	0.004450141819
403	0.004427337274
404	0.004412593096
405	0.004390287299
406	0.004381594396
407	0.004335789751
408	0.004317190002
409	0.004304704913
410	0.004287713953
411	0.004273550798
412	0.004259477491
413	0.004237738413
414	0.004204001691
415	0.004194692223
416	0.004159449786
417	0.004141909856
418	0.004118624128
419	0.004085290074
420	0.004076747304
421	0.004039791452
422	0.004031871113
423	0.003995834378
424	0.003986611533
425	0.00397029182
426	0.003958519575
427	0.003949520845
428	0.003932348554
429	0.003908152122
430	0.003895368194
431	0.003887720546
432	0.003877351051
433	0.003856556367
434	0.00384556206
435	0.003816842481
436	0.003808423035
437	0.003782298291
438	0.003772702139
439	0.003745098831
440	0.003711401412
441	0.003680861371
442	0.003649885953
443	0.003646684577
444	0.003633888993
445	0.003622033995
446	0.003611077682
447	0.003597539018
448	0.003571373358
449	0.003566957659
450	0.003552519073
451	0.00352077036
452	0.003516445142
453	0.003496486465
454	0.003485848166
455	0.003477866423
456	0.003434977568
457	0.003413609417
458	0.003404128935
459	0.003390440989
460	0.003383607721
461	0.003364741042
462	0.003352132441
463	0.003313135947
464	0.003302355203
465	0.003281437252
466	0.003260047675
467	0.003247048241
468	0.003227116198
469	0.00321405962
470	0.00319913611
471	0.00319239182
472	0.003179187827
473	0.0031671534
474	0.003158852319
475	0.003141048273
476	0.003132367924
477	0.003107574361
478	0.003078628982
479	0.0030609217
480	0.003053546481
481	0.003028138105
482	0.00300061102
483	0.002983232079
484	0.0029680059
485	0.002948990716
486	0.002937716113
487	0.002930268935
488	0.002914969493
489	0.002907789572
490	0.002891948642
491	0.002875721641
492	0.002857640903
493	0.00284992245
494	0.002808252325
495	0.002784740901
496	0.002775794931
497	0.002770863979
498	0.002763649156
499	0.002738599447
500	0.002733347096
501	0.002725686075
502	0.002718308493
503	0.002693223056
504	0.002678741932
505	0.002660177934
506	0.002640369426
507	0.002622394097
508	0.00261005336
509	0.002594321526
510	0.002585282323
511	0.002564329971
512	0.002555210186
513	0.002540062406
514	0.002508613844
515	0.002500300399
516	0.002489184652
517	0.00246369788
518	0.002461691633
519	0.002440646624
520	0.002429804745
521	0.002422010366
522	0.002408434326
523	0.002402333868
524	0.00239721959
525	0.002391803911
526	0.002387369786
527	0.002372527418
528	0.002349164262
529	0.002331979743
530	0.002317121098
531	0.002291834537
532	0.002279801076
533	0.002263080585
534	0.002254973265
535	0.002249280471
536	0.002226263628
537	0.002216427774
538	0.002198871508
539	0.00216950821
540	0.002164380391
541	0.002157762274
542	0.002139771992
543	0.002124278235
544	0.002108712872
545	0.002102387439
546	0.002088023361
547	0.002077874519
548	0.002075194269
549	0.002065878573
550	0.00205811073
551	0.002047411872
552	0.002040743762
553	0.002033619456
554	0.002028137382
555	0.002015986089
556	0.002005608836
557	0.001997236397
558	0.001992612441
559	0.00198242833
560	0.001968105913
561	0.001953543943
562	0.001941944965
563	0.001932675637
564	0.001922052668
565	0.001915346934
566	0.001896310832
567	0.001883602712
568	0.001877006258
569	0.001872978238
570	0.00186544033
571	0.001848371842
572	0.00183625653
573	0.001832660818
574	0.001823589601
575	0.001816269243
576	0.001797737448
577	0.00178227518
578	0.001775917165
579	0.001767580119
580	0.00175032029
581	0.001742396963
582	0.001735410759
583	0.00172555956
584	0.001717031429
585	0.00170957311
586	0.001691198308
587	0.001690003137
588	0.001683042062
589	0.001666602545
590	0.001658354183
591	0.001646669276
592	0.00163774534
593	0.001633081937
594	0.001622245906
595	0.001616317096
596	0.001610618083
597	0.001605905949
598	0.001584472493
599	0.00157696536
600	0.001572862364
601	0.001568596677
602	0.001557407219
603	0.001551507019
604	0.001548849391
605	0.001540685573
606	0.001530311088
607	0.00152756908
608	0.001521777418
609	0.0015186834
610	0.00151657489
611	0.001510298815
612	0.001500387732
613	0.001497909992
614	0.001486124361
615	0.001484347197
616	0.001473762442
617	0.001472346598
618	0.001459501396
619	0.001453557971
620	0.001446174356
621	0.001442285154
622	0.001438557814
623	0.001435652612
624	0.001433399534
625	0.001420952299
626	0.001412437525
627	0.00140528514
628	0.001397190626
629	0.001392000242
630	0.001388768104
631	0.001381341497
632	0.001374979576
633	0.00136510319
634	0.001356666647
635	0.001352372001
636	0.001348777723
637	0.001338952195
638	0.001328807929
639	0.001327778259
640	0.001320884578
641	0.001316400324
642	0.001311606397
643	0.001307930797
644	0.001305291394
645	0.001300410452
646	0.00128124509
647	0.001274300694
648	0.00126893712
649	0.001266700568
650	0.001253610505
651	0.001245874514
652	0.001236357311
653	0.001223411771
654	0.001212778745
655	0.001206615324
656	0.001202198276
657	0.001195592245
658	0.001191965558
659	0.001187736089
660	0.001180828623
661	0.001176061247
662	0.001174135974
663	0.001171574697
664	0.001160835106
665	0.00115487065
666	0.001153048632
667	0.001147720961
668	0.001141929008
669	0.001135404374
670	0.001132139513
671	0.001124085894
672	0.001119535392
673	0.001111442854
674	0.001103934064
675	0.001102570938
676	0.001092952177
677	0.001089403764
678	0.001082456131
679	0.001078041723
680	0.001074097777
681	0.001070959561
682	0.001065998342
683	0.001062501169
684	0.001055398235
685	0.001052574903
686	0.001049994003
687	0.001045584374
688	0.001044359293
689	0.001037078397
690	0.001024442442
691	0.001014846081
692	0.001013276894
693	0.001007544408
694	0.0009996562027
695	0.0009975667177
696	0.0009958674065
697	0.0009908290004
698	0.000987707672
699	0.0009807196841
700	0.0009767539053
701	0.0009724261332
702	0.0009699961916
703	0.0009623045266
704	0.0009545574926
705	0.0009509482573
706	0.0009483343949
707	0.0009381519819
708	0.0009340868524
709	0.0009316502141
710	0.0009299251562
711	0.0009285215249
712	0.000926294437
713	0.000918939869
714	0.0009109470126
715	0.0009046222736
716	0.0009009443018
717	0.0008975948369
718	0.0008894329431
719	0.00088836048
720	0.0008790425961
721	0.0008768242149
722	0.0008712992978
723	0.0008682049174
724	0.00086573721
725	0.0008649770277
726	0.0008612578703
727	0.0008600988499
728	0.0008538430858
729	0.0008515254116
730	0.0008444939581
731	0.0008418267867
732	0.0008362842252
733	0.0008313272474
734	0.0008304362231
735	0.0008258588729
736	0.0008207278007
737	0.0008156311921
738	0.000809624672
739	0.0008067587157
740	0.0008040752649
741	0.0007982298451
742	0.0007910367924
743	0.000789879616
744	0.0007846193156
745	0.0007764857878
746	0.0007713671289
747	0.0007674807782
748	0.0007619544841
749	0.0007597375356
750	0.0007586204796
751	0.0007519904538
752	0.0007482791204
753	0.0007458547655
754	0.0007431732254
755	0.0007381496006
756	0.0007368362806
757	0.0007358113873
758	0.0007321271059
759	0.0007276054932
760	0.0007266162066
761	0.0007227763763
762	0.0007172348713
763	0.0007150394214
764	0.0007123635984
765	0.0007098868014
766	0.0007050879992
767	0.0007013518144
768	0.0006997355022
769	0.0006966180732
770	0.0006930633478
771	0.0006912930228
772	0.0006893397289
773	0.0006869528095
774	0.0006826841288
775	0.00067900844
776	0.0006750465996
777	0.0006729306968
778	0.0006692759856
779	0.000665541118
780	0.0006592589578
781	0.0006581822873
782	0.0006571964392
783	0.0006547087521
784	0.0006516336092
785	0.0006478970612
786	0.0006421086265
787	0.0006398758725
788	0.0006369718347
789	0.0006361943199
790	0.000631895042
791	0.0006269732301
792	0.0006223677216
793	0.0006196629984
794	0.0006165830926
795	0.0006151987184
796	0.0006137030121
797	0.0006106796989
798	0.0006074659607
799	0.000606262509
800	0.0006048914799
801	0.00059875715
802	0.0005947149473
803	0.0005914783512
804	0.0005883802798
805	0.0005866107208
806	0.000585818945
807	0.0005826403586
808	0.0005802010224
809	0.0005762039264
810	0.0005729428157
811	0.0005700231251
812	0.0005655600022
813	0.0005635972251
814	0.0005611938938
815	0.0005592138439
816	0.0005549965551
817	0.0005542726609
818	0.0005499669376
819	0.0005483730132
820	0.0005456804169
821	0.0005421908977
822	0.0005369274383
823	0.000535244553
824	0.0005337788504
825	0.0005329069422
826	0.0005320082599
827	0.0005279805941
828	0.0005255356367
829	0.0005247544154
830	0.0005240129834
831	0.0005232315713
832	0.0005189847769
833	0.0005164270356
834	0.0005143362862
835	0.0005124981463
836	0.0005115154766
837	0.0005108263935
838	0.0005082659943
839	0.0005041982371
840	0.0005005342441
841	0.0004968640671
842	0.0004961394366
843	0.0004940198802
844	0.0004909685703
845	0.0004875445846
846	0.0004852151138
847	0.0004842715579
848	0.0004827710864
849	0.000478002943
850	0.0004765913315
851	0.0004743204804
852	0.0004704833235
853	0.0004675827094
854	0.0004647897606
855	0.0004640375271
856	0.0004628476034
857	0.0004587135997
858	0.0004576938844
859	0.0004553335583
860	0.0004528849472
861	0.0004522838114
862	0.000451542644
863	0.0004498715181
864	0.0004490299502
865	0.0004477071509
866	0.0004471008068
867	0.000445235284
868	0.0004429086843
869	0.0004393723182
870	0.0004382095455
871	0.0004358674314
872	0.0004343180059
873	0.0004320837044
874	0.0004300289816
875	0.0004274125733
876	0.0004243556773
877	0.0004230871465
878	0.0004213950178
879	0.0004191623204
880	0.0004179659904
881	0.0004171956194
882	0.0004165936138
883	0.0004163331287
884	0.0004158221149
885	0.0004138838205
886	0.0004133306038
887	0.0004114765503
888	0.0004102052541
889	0.0004078733322
890	0.000405699644
891	0.0004024552079
892	0.0004005884119
893	0.0003974751812
894	0.0003963755721
895	0.0003931066564
896	0.0003913987146
897	0.0003901806252
898	0.000389572343
899	0.0003878464351
900	0.0003848799776
901	0.0003836325549
902	0.0003825589391
903	0.000380545165
904	0.0003772237209
905	0.000374761216
906	0.0003720362355
907	0.0003715395467
908	0.0003697922964
909	0.0003679622824
910	0.000366432601
911	0.0003647222859
912	0.0003608542743
913	0.0003588919073
914	0.0003573732827
915	0.0003568407014
916	0.0003542584838
917	0.0003531492563
918	0.0003509061322
919	0.0003485973458
920	0.0003466017442
921	0.0003456622567
922	0.000344946789
923	0.0003442785559
924	0.0003424795764
925	0.0003403928688
926	0.0003400076423
927	0.0003386717314
928	0.0003374471913
929	0.0003361067639
930	0.000335597022
931	0.0003351343126
932	0.000334045563
933	0.0003325698764
934	0.0003321584633
935	0.0003310265469
936	0.0003304040287
937	0.0003298271938
938	0.0003286482129
939	0.0003275986641
940	0.0003258782995
941	0.0003255575651
942	0.0003229926444
943	0.000320480382
944	0.0003191383097
945	0.0003185802692
946	0.0003181744905
947	0.0003169981061
948	0.000315207796
949	0.0003140478643
950	0.0003129980839
951	0.0003117758693
952	0.0003100803133
953	0.0003089491834
954	0.0003070979931
955	0.0003052597925
956	0.0003039507922
957	0.000303012815
958	0.0003026324558
959	0.000300393063
960	0.0002995115527
961	0.0002979851256
962	0.0002962327295
963	0.0002955331641
964	0.0002949503746
965	0.0002944785433
966	0.0002931738493
967	0.0002920585366
968	0.0002899572232
969	0.0002886370648
970	0.000287224456
971	0.0002849777916
972	0.0002841088538
973	0.0002832972008
974	0.0002819882264
975	0.0002815332939
976	0.0002804348152
977	0.0002783412409
978	0.0002776440792
979	0.0002769246276
980	0.0002755333756
981	0.0002736940631
982	0.0002724120585
983	0.000271573901
984	0.0002700633183
985	0.0002695292317
986	0.0002692446699
987	0.000268632919
988	0.0002682202161
989	0.000267683562
990	0.0002673885733
991	0.0002657967416
992	0.000263984008
993	0.0002634650737
994	0.0002626306057
995	0.000261869668
996	0.0002604627642
997	0.0002596558618
998	0.0002581106626
999	0.0002577538278
